"record","time","date","Machine","SampleID","Remove","A","Ci","VPDleaf","Tair","Tleaf","CO2r","CO2s","H2Or","H2Os","RHs","flow","Qin","Patm","gsw"
"18","13:34:56","20220308","Derek","BNL20477","NO",-0.582,401,2.01,30.16,29.01,399.75,399.8,18.477,20.081,46.87,500.4,30,100.4,67.9
"19","13:36:57","20220308","Derek","BNL20477","NO",-1.18,417,2.02,30.17,29.03,399.62,400.42,18.518,20.041,46.75,500.4,20,100.4,64.1
"20","13:39:18","20220308","Derek","BNL20477","NO",-1.41,424,2.02,30.18,29.04,398.91,400,18.57,20.044,46.74,500.4,10,100.4,61.9
"21","13:41:37","20220308","Derek","BNL20477","NO",-1.81,435,2.02,30.19,29.05,398.66,400.24,18.653,20.087,46.81,500.4,1,100.4,60.3
"1","07:29:51","20220308","Mariano","BNL20473","YES",1.63,-61.4,2.05,24.93,29.72,400.46,398.44,21.186,21.328,67.78,499.9,2000,100.6,5.76
"2","09:14:37","20220308","Mariano","BNL20473","YES",8.71,263,1.82,24.77,29.54,411.44,400.01,20.686,23.082,74.11,500.2,2000,100.7,114
"3","09:16:38","20220308","Mariano","BNL20473","YES",8.91,265,1.73,24.16,29.16,411.42,399.78,20.737,23.083,76.85,500.2,2000,100.7,117
"4","09:18:39","20220308","Mariano","BNL20473","NO",8.9,269,1.67,23.77,28.87,411.52,399.89,20.728,23.058,78.59,500.2,2000,100.7,121
"5","09:21:07","20220308","Mariano","BNL20473","NO",8.55,278,1.64,24.95,28.78,410.95,399.72,20.792,23.165,73.62,500.1,1701,100.7,126
"6","09:23:08","20220308","Mariano","BNL20473","NO",8.35,277,1.68,25.94,28.94,411.02,400.03,20.745,23.098,69.18,500.1,1501,100.7,122
"7","09:25:16","20220308","Mariano","BNL20473","NO",8.61,268,1.7,25.95,29.02,411.25,399.99,20.812,23.085,69.12,500.1,1400,100.7,116
"8","09:27:17","20220308","Mariano","BNL20473","NO",8.31,272,1.68,26.57,28.91,411.08,400.19,20.792,23.03,66.47,500.1,1201,100.7,115
"9","09:29:18","20220308","Mariano","BNL20473","NO",8.3,267,1.69,27.16,28.96,410.76,399.91,20.839,23.019,64.16,500.2,1000,100.7,111
"10","09:31:19","20220308","Mariano","BNL20473","NO",7.92,269,1.69,27.62,28.95,410.39,400.02,20.906,23.015,62.45,500.1,801,100.7,108
"11","09:33:20","20220308","Mariano","BNL20473","NO",7.37,273,1.69,28.22,28.92,409.49,399.81,20.9,22.939,60.13,500.2,601,100.7,104
"12","09:35:31","20220308","Mariano","BNL20473","NO",6.33,286,1.71,28.86,28.97,408.67,400.26,20.901,22.88,57.79,500.2,400,100.7,99.7
"13","09:37:32","20220308","Mariano","BNL20473","NO",5.49,295,1.72,28.95,29.01,407.49,400.13,21.002,22.896,57.5,500.1,301,100.7,94.8
"14","09:39:35","20220308","Mariano","BNL20473","NO",4.23,313,1.71,29.12,28.97,405.45,399.64,21.038,22.851,56.85,500.1,199,100.7,90.8
"15","09:41:36","20220308","Mariano","BNL20473","NO",2.66,339,1.72,29.28,28.98,404,400.1,21.072,22.808,56.21,500.1,120,100.7,86.6
"16","09:43:46","20220308","Mariano","BNL20473","NO",2.06,348,1.73,29.31,28.99,403.14,399.98,21.056,22.722,55.9,500.1,81,100.7,82.5
"17","09:45:51","20220308","Mariano","BNL20473","NO",1.23,363,1.74,29.34,29.04,402.02,399.89,21.141,22.732,55.81,500.1,51,100.7,78.1
"18","09:47:52","20220308","Mariano","BNL20473","NO",0.428,380,1.73,29.35,29.01,401.16,400.02,21.203,22.735,55.81,500.1,30,100.7,75.5
"19","09:49:53","20220308","Mariano","BNL20473","NO",0.171,385,1.75,29.37,29.08,400.86,400.04,21.248,22.738,55.74,500.1,19,100.7,72.7
"20","09:52:00","20220308","Mariano","BNL20473","NO",-0.0835,391,1.76,29.39,29.12,400.44,399.94,21.277,22.726,55.64,500.1,10,100.7,70.1
"21","09:54:11","20220308","Mariano","BNL20473","NO",-0.422,399,1.76,29.39,29.09,400.08,400.01,21.293,22.696,55.58,500.1,0,100.7,68
"1","12:59:54","20220308","Mariano","BNL20476","YES",4.26,285,1.82,26.36,28.88,405.16,399.47,20.204,21.626,63.13,500.1,2000,100.6,66.5
"2","13:03:22","20220308","Mariano","BNL20476","YES",4.25,289,1.91,26.6,29.15,405.78,400.06,19.837,21.384,61.53,500.2,1999,100.6,69.1
"3","13:05:23","20220308","Mariano","BNL20476","YES",4.41,287,1.89,26.53,29.03,405.64,399.72,19.735,21.299,61.52,500.2,1999,100.6,70.5
"4","13:07:24","20220308","Mariano","BNL20476","NO",4.34,290,1.87,26.49,28.94,405.95,400.11,19.686,21.251,61.52,500.3,2000,100.5,71.1
"5","13:09:28","20220308","Mariano","BNL20476","NO",3.96,296,1.87,27.15,28.89,405.26,399.89,19.667,21.181,58.98,500.3,1701,100.5,69
"6","13:11:47","20220308","Mariano","BNL20476","NO",4.17,285,1.88,27.5,28.93,405.92,400.34,19.682,21.12,57.59,500.3,1501,100.5,64.8
"7","13:13:48","20220308","Mariano","BNL20476","NO",4.06,284,1.89,27.68,28.97,405.35,399.91,19.704,21.105,56.96,500.3,1401,100.5,62.8
"8","13:15:49","20220308","Mariano","BNL20476","NO",4.02,281,1.89,27.95,28.92,405.45,400.08,19.718,21.06,55.95,500.3,1200,100.5,60.3
"9","13:17:54","20220308","Mariano","BNL20476","NO",3.88,280,1.89,28.3,28.91,405.25,400.07,19.723,21.008,54.69,500.3,1001,100.5,57.6
"10","13:19:55","20220308","Mariano","BNL20476","NO",3.58,282,1.9,28.68,28.92,405.04,400.24,19.704,20.925,53.27,500.3,800,100.5,54.3
"11","13:21:59","20220308","Mariano","BNL20476","NO",3.34,283,1.91,28.98,28.92,404.46,399.98,19.678,20.833,52.13,500.3,600,100.5,51.1
"12","13:24:00","20220308","Mariano","BNL20476","NO",2.84,293,1.92,29.27,28.91,404.08,400.23,19.651,20.741,51.04,500.4,400,100.5,48
"13","13:26:01","20220308","Mariano","BNL20476","NO",2.55,298,1.93,29.42,28.95,403.62,400.14,19.647,20.684,50.44,500.4,301,100.5,45.3
"14","13:28:02","20220308","Mariano","BNL20476","NO",1.79,321,1.93,29.44,28.91,402.74,400.2,19.662,20.634,50.26,500.5,201,100.5,42.5
"15","13:30:03","20220308","Mariano","BNL20476","NO",0.863,353,1.92,29.45,28.86,401.43,400.03,19.692,20.599,50.16,500.5,120,100.5,39.8
"16","13:32:06","20220308","Mariano","BNL20476","NO",0.383,371,1.93,29.55,28.89,400.42,399.61,19.731,20.597,49.85,500.5,81,100.5,37.8
"17","13:34:07","20220308","Mariano","BNL20476","NO",-0.28,400,1.94,29.67,28.94,400.08,400.08,19.79,20.62,49.57,500.5,51,100.5,36.1
"18","13:36:16","20220308","Mariano","BNL20476","NO",-0.615,416,1.93,29.68,28.95,399.41,399.83,19.88,20.663,49.63,500.6,30,100.5,34
"19","13:38:22","20220308","Mariano","BNL20476","NO",-1.28,450,1.93,29.68,28.96,398.85,400.08,19.978,20.723,49.77,500.7,19,100.5,32.5
"20","13:40:35","20220308","Mariano","BNL20476","NO",-1.6,469,1.92,29.68,28.94,398.28,399.91,20.058,20.774,49.91,500.6,9,100.5,31.3
"21","13:42:37","20220308","Mariano","BNL20476","NO",-1.79,482,1.91,29.68,28.91,398.12,399.99,20.139,20.826,50.01,500.6,0,100.5,30.2
"1","08:12:54","20220309","Andy","BNL20481","YES",12.4,270,1.38,27.35,29.12,415.83,399.9,23.933,26.592,73.18,500.1,2001,100.5,172
"2","08:22:12","20220309","Andy","BNL20481","YES",12.5,274,1.32,27.26,29.14,416.33,400.18,24.486,27.155,75.13,500.1,1999,100.5,180
"3","08:25:33","20220309","Andy","BNL20481","YES",21.4,-7.03,1.35,23.86,28.79,424.61,398.39,24.759,26.132,88.49,500.1,3251,100.5,87.8
"4","08:28:54","20220309","Andy","BNL20481","NO",12.6,289,1.13,26.62,28.45,416.23,400.03,24.92,27.503,79.02,500.1,1999,100.5,205
"5","08:31:08","20220309","Andy","BNL20481","NO",12.3,281,1.2,27.69,28.79,415.67,399.94,25.044,27.551,74.34,500.1,1700,100.5,186
"6","08:33:09","20220309","Andy","BNL20481","NO",12,278,1.23,28.08,28.91,415.36,399.96,25.157,27.582,72.74,500,1500,100.5,176
"7","08:35:10","20220309","Andy","BNL20481","NO",12,271,1.23,27.97,28.92,415.35,400.01,25.24,27.542,73.12,500.1,1401,100.5,165
"8","08:37:11","20220309","Andy","BNL20481","NO",11.6,270,1.23,28.45,28.88,414.8,400.01,25.297,27.501,70.98,500.1,1200,100.6,159
"9","08:39:12","20220309","Andy","BNL20481","NO",11.1,269,1.24,28.88,28.91,414.28,400.09,25.353,27.462,69.14,500.1,1000,100.6,150
"10","08:41:13","20220309","Andy","BNL20481","NO",10.5,269,1.24,29.25,28.91,413.4,400.02,25.428,27.427,67.6,500.1,799,100.6,141
"11","08:43:14","20220309","Andy","BNL20481","NO",9.43,275,1.25,29.64,28.91,412.23,400.15,25.511,27.405,66.05,500.1,601,100.6,133
"12","08:45:15","20220309","Andy","BNL20481","NO",7.6,291,1.25,30.03,28.94,409.8,399.95,25.605,27.385,64.51,500,400,100.6,124
"13","08:47:16","20220309","Andy","BNL20481","NO",6.11,306,1.27,30.24,29.02,408.13,400.09,25.704,27.402,63.79,500,299,100.6,116
"14","08:49:17","20220309","Andy","BNL20481","NO",4.19,328,1.27,30.28,29,405.63,399.95,25.828,27.4,63.66,499.9,200,100.6,108
"15","08:51:18","20220309","Andy","BNL20481","NO",2.08,357,1.26,30.3,28.96,402.88,399.78,25.936,27.389,63.54,499.9,120,100.6,99.9
"16","08:53:19","20220309","Andy","BNL20481","NO",0.878,376,1.26,30.3,28.98,401.56,399.96,26.076,27.414,63.6,499.9,80,100.6,91.5
"17","08:55:20","20220309","Andy","BNL20481","NO",-0.155,395,1.25,30.28,28.94,400.47,400.16,26.196,27.411,63.68,499.9,51,100.6,83.5
"18","08:57:21","20220309","Andy","BNL20481","NO",-0.988,412,1.26,30.31,29,399.3,400.02,26.314,27.457,63.66,500,30,100.6,77.8
"19","08:59:22","20220309","Andy","BNL20481","NO",-1.4,423,1.27,30.33,29.06,398.78,400.02,26.448,27.511,63.71,500,20,100.6,71.6
"20","09:01:23","20220309","Andy","BNL20481","NO",-1.87,438,1.28,30.35,29.12,398.24,400.07,26.584,27.572,63.78,500,11,100.6,66.1
"21","09:03:24","20220309","Andy","BNL20481","NO",-2.54,457,1.26,30.45,29.08,397.48,400.14,26.71,27.646,63.62,500.1,0,100.6,63.5
"1","12:31:12","20220309","Andy","BNL20485","YES",18.4,263,1.86,27.57,30,423.64,399.4,18.745,23.902,64.85,500.1,1999,100.4,253
"2","12:33:58","20220309","Andy","BNL20485","YES",18.6,261,1.88,26.97,30.1,424.51,400.04,18.707,23.892,67.15,500,1999,100.4,250
"3","12:37:19","20220309","Andy","BNL20485","YES",20.1,268,1.87,23.96,30.31,426.6,400.02,18.695,24.572,82.59,500,3195,100.4,290
"4","12:40:40","20220309","Andy","BNL20485","NO",18.4,269,1.79,26.23,29.63,424.1,399.95,18.551,23.709,69.66,500,2001,100.4,264
"5","12:42:50","20220309","Andy","BNL20485","NO",17.6,266,1.85,27.44,29.77,423.2,400.02,18.476,23.492,64.25,500.1,1701,100.4,247
"6","12:44:51","20220309","Andy","BNL20485","NO",17.1,265,1.88,28.15,29.87,422.67,400.11,18.433,23.344,61.25,500,1500,100.4,236
"7","12:46:52","20220309","Andy","BNL20485","NO",16.9,263,1.91,28.51,29.95,422.3,400.06,18.394,23.252,59.74,500.1,1401,100.4,229
"8","12:48:53","20220309","Andy","BNL20485","NO",16.2,264,1.92,29.02,29.89,421.43,400.05,18.333,23.044,57.49,500.1,1200,100.4,221
"9","12:50:54","20220309","Andy","BNL20485","NO",15.5,266,1.92,29.63,29.8,420.46,400.05,18.257,22.823,54.97,500.1,1000,100.4,214
"10","12:52:55","20220309","Andy","BNL20485","NO",14.4,269,1.95,30.38,29.84,419.16,400.08,18.164,22.615,52.15,500.1,800,100.4,204
"11","12:54:56","20220309","Andy","BNL20485","NO",12.9,275,1.98,30.95,29.85,417.16,399.91,18.048,22.349,49.9,500.2,600,100.4,194
"12","12:56:57","20220309","Andy","BNL20485","NO",10.2,293,2.02,31.58,29.89,413.85,399.9,17.943,22.066,47.51,500.1,401,100.4,181
"13","12:58:58","20220309","Andy","BNL20485","NO",8.29,305,2.05,31.84,29.92,411.64,400.08,17.848,21.772,46.2,500.1,300,100.4,169
"14","13:00:59","20220309","Andy","BNL20485","NO",5.67,326,2.09,32.03,29.92,408.49,400.18,17.738,21.42,44.96,500.1,201,100.4,155
"15","13:03:00","20220309","Andy","BNL20485","NO",2.99,351,2.13,32.2,29.94,404.88,399.89,17.635,21.052,43.78,500.1,119,100.4,140
"16","13:05:01","20220309","Andy","BNL20485","NO",1.42,368,2.17,32.2,29.96,403.05,400.05,17.538,20.696,43.02,500.1,81,100.4,126
"17","13:07:02","20220309","Andy","BNL20485","NO",0.0446,385,2.21,32.21,29.97,401.29,400.05,17.451,20.378,42.34,500.1,50,100.4,115
"18","13:09:03","20220309","Andy","BNL20485","NO",-1.01,401,2.24,32.22,30,400.15,400.24,17.373,20.096,41.74,500.1,30,100.4,104
"19","13:11:04","20220309","Andy","BNL20485","NO",-1.56,412,2.28,32.22,30.03,399.33,400.16,17.296,19.832,41.19,500.1,20,100.4,95.6
"20","13:13:05","20220309","Andy","BNL20485","NO",-2.02,423,2.31,32.21,30.05,398.59,400.06,17.237,19.582,40.67,500.1,11,100.4,86.9
"21","13:15:06","20220309","Andy","BNL20485","NO",-2.85,442,2.34,32.24,30.1,397.68,400.2,17.198,19.401,40.24,500.1,0,100.4,80.3
"1","08:14:14","20220309","Andy","BNL20482","YES",16.3,310,1.28,27.47,29.06,421.87,400.32,22.677,27.421,74.94,499.8,1999,100.6,352
"2","08:22:38","20220309","Andy","BNL20482","YES",16.4,312,1.23,27.26,29.02,421.65,399.98,23.173,27.859,77.08,499.8,1999,100.6,364
"3","08:24:39","20220309","Andy","BNL20482","YES",16.4,313,1.22,27.24,29.03,421.66,400.05,23.288,27.964,77.49,499.8,1999,100.6,366
"4","08:26:40","20220309","Andy","BNL20482","NO",16.4,313,1.21,27.23,29.02,421.53,399.95,23.384,28.053,77.75,499.8,1999,100.6,369
"5","08:28:41","20220309","Andy","BNL20482","NO",15.9,314,1.18,27.79,28.85,420.9,400,23.475,27.928,74.94,499.8,1701,100.6,359
"6","08:30:42","20220309","Andy","BNL20482","NO",15.4,313,1.2,28.35,28.92,420.2,399.95,23.572,27.911,72.47,499.8,1500,100.6,342
"7","08:32:43","20220309","Andy","BNL20482","NO",15.3,312,1.2,28.46,28.97,420,399.93,23.696,27.954,72.13,499.8,1400,100.6,333
"8","08:34:44","20220309","Andy","BNL20482","NO",14.7,312,1.19,28.92,28.85,419.29,399.97,23.773,27.848,69.99,499.8,1201,100.6,322
"9","08:36:45","20220309","Andy","BNL20482","NO",13.9,313,1.2,29.5,28.86,418.37,400.02,23.834,27.771,67.48,499.8,999,100.6,307
"10","08:38:46","20220309","Andy","BNL20482","NO",12.9,315,1.21,29.97,28.9,416.96,399.89,23.903,27.711,65.52,499.8,800,100.6,292
"11","08:40:47","20220309","Andy","BNL20482","NO",11.5,320,1.23,30.51,28.94,415.31,400.04,23.968,27.646,63.39,499.8,600,100.6,277
"12","08:42:48","20220309","Andy","BNL20482","NO",8.77,336,1.22,31.01,28.87,411.97,399.98,24.02,27.568,61.42,499.8,400,100.6,268
"13","08:44:49","20220309","Andy","BNL20482","NO",7,346,1.23,31.23,28.93,409.87,400.05,24.102,27.58,60.7,499.8,300,100.6,259
"14","08:46:50","20220309","Andy","BNL20482","NO",4.69,360,1.23,31.27,28.91,406.94,399.93,24.215,27.567,60.52,499.8,200,100.6,250
"15","08:48:51","20220309","Andy","BNL20482","NO",2.33,376,1.22,31.59,28.9,404.22,400.07,24.317,27.595,59.49,499.8,120,100.6,245
"16","08:50:52","20220309","Andy","BNL20482","NO",1.05,384,1.24,31.67,29,402.59,400,24.429,27.651,59.35,499.8,80,100.6,236
"17","08:52:53","20220309","Andy","BNL20482","NO",-0.124,393,1.24,31.69,29.04,401.22,400.07,24.562,27.707,59.41,499.8,49,100.6,229
"18","08:54:54","20220309","Andy","BNL20482","NO",-0.848,398,1.23,31.68,29.01,400.12,399.88,24.676,27.734,59.48,499.8,31,100.6,224
"19","08:56:55","20220309","Andy","BNL20482","NO",-1.17,401,1.24,31.7,29.05,400.07,400.23,24.785,27.783,59.53,499.8,21,100.6,219
"20","08:58:56","20220309","Andy","BNL20482","NO",-1.76,406,1.25,31.73,29.12,399.2,400.11,24.925,27.86,59.61,499.8,9,100.6,212
"21","09:00:57","20220309","Andy","BNL20482","NO",-2.45,412,1.25,31.65,29.21,398.37,400.11,25.081,27.991,60.14,499.8,-2,100.6,209
"1","13:39:45","20220309","Andy","BNL20486","YES",19.9,274,1.58,27.73,29.86,427.15,401.15,21.248,26.322,70.72,499.8,2001,100.4,297
"2","13:42:01","20220309","Andy","BNL20486","YES",20.1,273,1.64,28.18,30.09,426.45,400.19,21.035,26.325,68.88,499.8,2000,100.4,299
"3","13:44:02","20220309","Andy","BNL20486","YES",20,275,1.61,28,29.9,426.32,400.14,20.899,26.154,69.19,499.8,2001,100.4,303
"4","13:46:03","20220309","Andy","BNL20486","NO",19.9,276,1.61,28.12,29.83,426.16,400.04,20.76,26.038,68.42,499.8,2000,100.4,305
"5","13:48:53","20220309","Andy","BNL20486","NO",19.2,277,1.62,29.27,29.79,425.31,400.07,20.583,25.778,63.33,499.8,1701,100.4,296
"6","13:50:54","20220309","Andy","BNL20486","NO",18.7,278,1.65,30.01,29.83,424.56,400.03,20.474,25.629,60.35,499.8,1501,100.4,289
"7","13:52:55","20220309","Andy","BNL20486","NO",18.5,277,1.68,30.37,29.94,424.28,399.95,20.394,25.572,58.96,499.8,1399,100.4,284
"8","13:54:56","20220309","Andy","BNL20486","NO",17.8,279,1.67,30.86,29.81,423.43,399.99,20.303,25.365,56.89,499.8,1201,100.4,279
"9","13:56:57","20220309","Andy","BNL20486","NO",16.9,282,1.69,31.59,29.84,422.19,399.89,20.212,25.208,54.22,499.8,1000,100.4,271
"10","13:58:58","20220309","Andy","BNL20486","NO",15.6,287,1.71,32.38,29.86,420.68,399.89,20.145,25.086,51.61,499.8,801,100.4,264
"11","14:00:59","20220309","Andy","BNL20486","NO",13.6,298,1.74,33.07,29.92,418.38,400.08,20.108,24.954,49.37,499.8,601,100.3,254
"12","14:03:00","20220309","Andy","BNL20486","NO",10.6,313,1.76,33.53,29.91,414.64,399.99,20.048,24.707,47.64,499.8,401,100.3,240
"13","14:05:01","20220309","Andy","BNL20486","NO",8.39,325,1.8,33.82,29.97,411.82,399.91,20.011,24.499,46.48,499.8,300,100.3,225
"14","14:07:02","20220309","Andy","BNL20486","NO",5.55,344,1.83,34,30,408.53,400.12,20.002,24.271,45.57,499.8,199,100.3,209
"15","14:09:03","20220309","Andy","BNL20486","NO",2.99,362,1.86,34.06,30.03,405.12,399.87,19.992,24.036,44.98,499.8,120,100.3,194
"16","14:11:05","20220309","Andy","BNL20486","NO",1.52,374,1.89,34.09,30.07,403.63,400.24,19.997,23.817,44.51,499.8,80,100.3,179
"17","14:13:06","20220309","Andy","BNL20486","NO",0.122,387,1.91,34.07,30.06,401.78,400.16,19.992,23.577,44.09,499.8,49,100.3,165
"18","14:15:07","20220309","Andy","BNL20486","NO",-0.706,395,1.93,34.08,30.09,400.45,399.91,20.012,23.396,43.73,499.8,31,100.3,153
"19","14:17:08","20220309","Andy","BNL20486","NO",-1.29,402,1.96,34.1,30.15,399.94,400.17,20.052,23.261,43.44,499.8,21,100.3,143
"20","14:19:09","20220309","Andy","BNL20486","NO",-1.72,409,1.98,34,30.14,399.36,400.19,20.083,23.099,43.37,499.8,9,100.3,133
"21","14:22:30","20220309","Andy","BNL20486","NO",-2.25,418,2.04,33.5,30.32,398.47,400.02,20.19,22.976,44.36,499.8,-1,100.3,118
"1","07:45:00","20220310","Bernie","BNL20493","YES",5.82,317,1.93,26.2,29.12,407.74,399.52,18.01,21.022,61.94,499.9,1999,100.6,136
"2","08:22:54","20220310","Bernie","BNL20493","YES",5.89,314,1.87,25.63,29.33,408.34,400.13,19.351,22.144,67.5,499.8,2001,100.7,130
"3","08:24:55","20220310","Bernie","BNL20493","YES",5.81,315,1.79,25.16,28.97,408.14,400.08,19.438,22.098,69.29,499.9,2001,100.7,130
"4","08:26:56","20220310","Bernie","BNL20493","NO",5.81,315,1.77,25.09,28.87,408.08,400.05,19.51,22.112,69.65,499.8,2000,100.7,129
"5","08:29:24","20220310","Bernie","BNL20493","NO",5.54,318,1.73,26.1,28.73,407.63,399.93,19.577,22.141,65.68,499.9,1700,100.7,129
"6","08:31:31","20220310","Bernie","BNL20493","NO",5.38,320,1.73,26.88,28.75,407.51,400.01,19.618,22.17,62.84,499.9,1501,100.7,129
"7","08:33:32","20220310","Bernie","BNL20493","NO",5.37,319,1.76,27.31,28.92,407.43,399.94,19.672,22.235,61.41,499.8,1400,100.7,127
"8","08:35:33","20220310","Bernie","BNL20493","NO",5.22,321,1.75,27.94,28.86,407.29,399.99,19.708,22.241,59.24,499.8,1200,100.7,126
"9","08:37:34","20220310","Bernie","BNL20493","NO",5.03,323,1.76,28.65,28.9,407.06,400,19.733,22.254,56.85,499.8,1001,100.7,125
"10","08:39:35","20220310","Bernie","BNL20493","NO",4.94,323,1.75,29.2,28.87,406.86,399.92,19.776,22.253,55.07,499.8,800,100.7,123
"11","08:41:36","20220310","Bernie","BNL20493","NO",4.65,326,1.75,29.88,28.85,406.6,400.02,19.812,22.239,52.93,499.9,600,100.7,121
"12","08:43:37","20220310","Bernie","BNL20493","NO",3.98,333,1.76,30.46,28.89,405.74,400,19.859,22.217,51.14,499.8,400,100.7,117
"13","08:45:38","20220310","Bernie","BNL20493","NO",3.51,337,1.77,30.68,28.91,405.28,400.15,19.918,22.181,50.42,499.8,300,100.7,111
"14","08:47:39","20220310","Bernie","BNL20493","NO",2.63,348,1.77,30.86,28.9,404,399.96,19.997,22.138,49.81,499.8,199,100.7,105
"15","08:49:40","20220310","Bernie","BNL20493","NO",1.55,363,1.78,31.09,28.93,402.85,400.16,20.087,22.117,49.13,499.8,119,100.7,98.6
"16","08:51:41","20220310","Bernie","BNL20493","NO",0.8,374,1.79,31.16,28.99,401.7,399.95,20.192,22.111,48.92,499.8,79,100.7,92.1
"17","08:53:42","20220310","Bernie","BNL20493","NO",0.132,386,1.81,31.2,29.06,400.93,400.03,20.268,22.077,48.73,499.8,49,100.7,85.8
"18","08:55:43","20220310","Bernie","BNL20493","NO",-0.341,395,1.81,31.2,29.02,400.29,400,20.311,22.022,48.62,499.8,31,100.7,81.1
"19","08:57:44","20220310","Bernie","BNL20493","NO",-0.632,402,1.81,31.21,29.02,399.85,399.95,20.351,21.98,48.5,499.8,21,100.7,77
"20","08:59:45","20220310","Bernie","BNL20493","NO",-1.06,411,1.82,31.22,29.04,399.42,400.05,20.366,21.946,48.38,499.8,9,100.7,74.2
"21","09:01:50","20220310","Bernie","BNL20493","NO",-1.49,422,1.85,31.12,29.15,399.3,400.46,20.394,21.94,48.64,499.8,-2,100.7,71.5
"1","12:11:28","20220310","Bernie","BNL20498","YES",12,287,1.9,24.31,29.88,417.08,400.93,18.936,23.15,76.3,499.8,1999,100.5,198
"2","12:16:09","20220310","Bernie","BNL20498","YES",11.8,287,2.02,25.27,30.53,416.01,399.96,19.126,23.6,73.43,499.8,2000,100.5,198
"3","12:19:30","20220310","Bernie","BNL20498","YES",11.7,288,1.99,24.94,30.45,415.94,400.05,19.297,23.703,75.18,499.8,1999,100.5,198
"4","12:22:51","20220310","Bernie","BNL20498","NO",11.5,289,2.01,25.08,30.62,415.8,400.14,19.497,23.927,75.31,499.7,1999,100.5,197
"5","12:26:12","20220310","Bernie","BNL20498","NO",11.3,289,1.89,25.03,30.08,415.3,400.07,19.69,23.764,74.98,499.7,1701,100.5,192
"6","12:29:34","20220310","Bernie","BNL20498","NO",11,290,1.83,25.11,29.81,414.83,400.09,19.9,23.728,74.52,499.8,1500,100.5,186
"7","12:32:55","20220310","Bernie","BNL20498","NO",10.7,290,1.78,25.02,29.52,414.59,400.22,19.858,23.492,74.18,499.7,1400,100.5,181
"8","12:34:56","20220310","Bernie","BNL20498","NO",10.4,290,1.69,24.89,29.05,413.87,400.06,19.952,23.285,74.1,499.7,1201,100.5,175
"9","12:38:00","20220310","Bernie","BNL20498","NO",9.68,293,1.64,25.63,28.77,412.84,399.95,20.014,23.124,70.43,499.7,1001,100.5,167
"10","12:40:01","20220310","Bernie","BNL20498","NO",9.06,295,1.67,26.53,28.85,412.28,400.16,20.054,23.08,66.63,499.7,801,100.5,160
"11","12:42:02","20220310","Bernie","BNL20498","NO",8.19,300,1.7,27.17,28.98,410.96,399.92,20.114,23.057,64.1,499.7,600,100.5,152
"12","12:44:03","20220310","Bernie","BNL20498","NO",6.84,311,1.7,27.61,28.97,409.36,399.99,20.191,23.004,62.32,499.8,400,100.5,145
"13","12:46:04","20220310","Bernie","BNL20498","NO",5.74,320,1.71,27.78,28.99,408.12,400.13,20.275,22.96,61.58,499.8,300,100.5,137
"14","12:48:05","20220310","Bernie","BNL20498","NO",4.05,336,1.72,27.98,29,405.85,399.96,20.362,22.865,60.6,499.8,200,100.5,126
"15","12:50:06","20220310","Bernie","BNL20498","NO",2.32,356,1.72,28.02,28.93,403.89,400.18,20.453,22.726,60.12,499.8,120,100.5,114
