VNR (experiment no),ART (Species code),Species,BLT ,Julian Day,Date,Stand,SampleID,Predawn water potential bar ,"Instantaneous water potential, psi bar ",Patm,Tleaf,rFmBl % ,rFoBl % ,CO2r,Bta Grad C ,LtoB Grad C ,ALVPD,CO2s,TrOf mmol m-2 s-1 ,gsw,Bti Grad C ,Ci,Qin,A
603,82,Quercus coccifera,1,89,29/03/1984 10:55,Meister,603_82_1_Meister,,,1015,15.9,69,71.7,350, ,14.3,6.411,344,1.049,163.6,16.6,251,400,9.1791
603,82,Quercus coccifera,1,89,29/03/1984 10:54,Meister,603_82_1_Meister,,,1015,15.7,70,71.7,350, ,14.3,6.153,343,0.9594,155.9,16.4,239,450,9.8384
603,82,Quercus coccifera,1,89,29/03/1984 14:35,Meister,603_82_1_Meister,,,1015,19.5,64.6,64.3,350, ,18.3,9.602,343,1.7228,179.4,20.6,229,728,12.2323
603,82,Quercus coccifera,1,89,29/03/1984 14:37,Meister,603_82_1_Meister,,,1015,20.3,62.5,64.3,350, ,18.3,10.423,342,2.0073,192.6,21.3,230,934,12.9166
603,82,Quercus coccifera,1,89,29/03/1984 13:16,Meister,603_82_1_Meister,,,1015,20.5,58.8,63.8,350, ,17.5,11.284,343,2.3708,210.1,21.4,248,1000,11.7225
603,82,Quercus coccifera,1,89,29/03/1984 13:13,Meister,603_82_1_Meister,,,1015,19.4,62.3,63.8,350, ,17.5,9.618,340,2.3027,239.4,20.2,231,1200,15.6288
605,82,Quercus coccifera,1,97,06/04/1984 19:53,Meister,605_82_1_Meister,,,1015,18.2,57.6,59.1,350, ,17.4,9.106,350,0.2082,22.9,18.4,395,0,-0.7086
605,82,Quercus coccifera,1,97,06/04/1984 18:41,Meister,605_82_1_Meister,,,1015,22.3,46,54,350, ,19.1,14.839,350,0.872,58.8,22.5,350,20,-0.3052
605,82,Quercus coccifera,1,97,06/04/1984 19:50,Meister,605_82_1_Meister,,,1015,18.3,57.3,59.1,350, ,17.4,9.093,350,0.1776,19.5,18.4,350,30,-0.0622
605,82,Quercus coccifera,1,97,06/04/1984 18:44,Meister,605_82_1_Meister,,,1015,22.2,46.4,54,350, ,19.1,14.643,350,0.7761,53,22.4,340,32,0.0396
605,82,Quercus coccifera,1,97,06/04/1984 18:02,Meister,605_82_1_Meister,,,1015,23.4,43.6,43.2,350, ,21.9,17.256,346,1.7281,100.1,24,260,150,4.8724
605,82,Quercus coccifera,1,97,06/04/1984 12:54,Meister,605_82_1_Meister,,,1015,24.6,41.3,47.9,350, ,19.4,20.21,344,2.8999,143.5,25.7,246,160,7.9519
605,82,Quercus coccifera,1,97,06/04/1984 16:40,Meister,605_82_1_Meister,,,1015,26.1,40.6,41.4,350, ,23.4,20.448,345,2.7344,133.7,26.3,255,1172,6.6362
605,82,Quercus coccifera,1,97,06/04/1984 11:11,Meister,605_82_1_Meister,,,1015,24.1,41.4,51.7,350, ,17.6,20.362,343,2.5756,126.5,25.6,211,1200,9.6905
605,82,Quercus coccifera,1,97,06/04/1984 15:18,Meister,605_82_1_Meister,,,1015,27.8,38.8,41.9,350, ,21.8,25.981,343,4.0086,154.3,29.2,244,1700,8.4134
606,82,Quercus coccifera,1,97,06/04/1984 19:59,Meister,606_82_1_Meister,,,1015,18,59.2,59.1,350, ,17.4,8.663,351,0.1716,19.8,18.2,391,0,-0.5567
606,82,Quercus coccifera,1,97,06/04/1984 19:57,Meister,606_82_1_Meister,,,1015,17.9,59,59.1,350, ,17.4,8.52,350,0.1436,16.9,18,363,15,-0.1818
606,82,Quercus coccifera,1,97,06/04/1984 18:34,Meister,606_82_1_Meister,,,1015,22.4,47,43.2,350, ,21.9,14.993,350,0.578,38.6,22.8,339,32,0.0668
606,82,Quercus coccifera,1,97,06/04/1984 18:10,Meister,606_82_1_Meister,,,1015,23.8,46.8,43.2,350, ,21.9,15.127,346,1.0712,70.8,23.5,292,120,2.0391
606,82,Quercus coccifera,1,97,06/04/1984 15:25,Meister,606_82_1_Meister,,,1015,28.6,45,41.9,350, ,21.8,24.776,335,3.5452,143.1,30,242,275,7.3284
606,82,Quercus coccifera,1,97,06/04/1984 13:07,Meister,606_82_1_Meister,,,1015,24.3,43.8,47.9,350, ,19.4,19.679,342,1.5453,78.5,25.7,243,400,4.3902
606,82,Quercus coccifera,1,97,06/04/1984 11:21,Meister,606_82_1_Meister,,,1015,23.3,47,51.7,350, ,17.6,15.478,346,1.6746,108.2,23.5,307,900,2.055
606,82,Quercus coccifera,1,97,06/04/1984 16:47,Meister,606_82_1_Meister,,,1015,27,46.3,41.4,350, ,23.4,22.593,334,2.9469,130.4,28.6,222,1381,8.3834
608,82,Quercus coccifera,1,97,06/04/1984 20:03,Meister,608_82_1_Meister,,,1015,17.8,58.6,59.1,350, ,17.4,8.677,351,0.1277,14.7,18,403,0,-0.5321
608,82,Quercus coccifera,1,97,06/04/1984 18:30,Meister,608_82_1_Meister,,,1015,22.5,44.1,54,350, ,19.1,15.705,350,0.2979,19,22.8,384,12,-0.5104
608,82,Quercus coccifera,1,97,06/04/1984 18:25,Meister,608_82_1_Meister,,,1015,22.7,43.7,54,350, ,19.1,15.836,350,0.3696,23.3,22.9,364,22,-0.3351
608,82,Quercus coccifera,1,97,06/04/1984 18:22,Meister,608_82_1_Meister,,,1015,23,43.5,54,350, ,21.5,16.011,350,0.5196,32.4,23.1,331,50,0.2046
608,82,Quercus coccifera,1,97,06/04/1984 18:14,Meister,608_82_1_Meister,,,1015,23.5,53,43.2,350, ,21.9,13.582,347,0.7639,56.2,23.5,257,58,2.9333
608,82,Quercus coccifera,1,97,06/04/1984 16:52,Meister,608_82_1_Meister,,,1015,26.6,39.1,43.2,350, ,23.4,20.559,346,1.6859,82,26.3,266,95,3.5871
608,82,Quercus coccifera,1,97,06/04/1984 15:33,Meister,608_82_1_Meister,,,1015,28,36.8,41.9,350, , ,24.288,349,1.8369,75.6,28.2,325,200,0.5004
640,82,Quercus coccifera,1,83,23/03/1984 08:56,Meister,640_82_1_Meister,,,1015,13.3,49.8,55,350, ,10.4,7.951,348,0.3706,46.6,13.6,277,24,1.9551
640,82,Quercus coccifera,1,83,23/03/1984 18:03,Meister,640_82_1_Meister,,,1015,14.4,67.3,67.6,350, ,14.3,5.781,350,-0.1451,-25.1,14.8,341,40,-0.089
640,82,Quercus coccifera,1,83,23/03/1984 16:48,Meister,640_82_1_Meister,,,1015,15.7,62.8,65.2,350, ,14.7,7.198,349,0.1167,16.2,16.2,240,400,1.0664
640,82,Quercus coccifera,1,83,23/03/1984 15:36,Meister,640_82_1_Meister,,,1015,16.6,54.5,57,350, ,14.7,9.184,346,0.3738,40.7,17.1,175,500,4.2658
640,82,Quercus coccifera,1,83,23/03/1984 15:29,Meister,640_82_1_Meister,,,1015,16.9,53.6,51.5,350, ,17.4,9.532,345,0.3879,40.7,17.4,96,600,6.2322
640,82,Quercus coccifera,1,83,23/03/1984 15:34,Meister,640_82_1_Meister,,,1015,16.6,54.2,53,350, ,14.8,9.241,346,0.3731,40.4,17.1,153,600,4.7761
640,82,Quercus coccifera,1,83,23/03/1984 10:01,Meister,640_82_1_Meister,,,1015,16.7,48.9,50.1,350, ,15,11.975,343,1.3142,109.7,18.5,222,1050,7.915
640,82,Quercus coccifera,1,83,23/03/1984 09:53,Meister,640_82_1_Meister,,,1015,15.6,49.6,46.7,350, ,14,9.721,346,0.7591,78.1,16.3,250,1100,4.4766
640,82,Quercus coccifera,1,83,23/03/1984 09:55,Meister,640_82_1_Meister,,,1015,15.8,49.7,50.1,350, ,14.2,9.947,342,0.8977,90.2,16.6,206,1150,7.4581
640,82,Quercus coccifera,1,83,23/03/1984 10:18,Meister,640_82_1_Meister,,,1015,17.9,47.2,45.7,350, ,16.2,11.859,342,1.0236,86.3,18.7,172,1150,8.9316
640,82,Quercus coccifera,1,83,23/03/1984 09:59,Meister,640_82_1_Meister,,,1015,16.2,49.4,50.1,350, ,14.5,11.259,343,1.038,92.2,17.8,201,1200,7.8953
640,82,Quercus coccifera,1,83,23/03/1984 13:46,Meister,640_82_1_Meister,,,1015,19.9,45.3,48.7,350, ,17.4,13.859,343,1.0517,75.9,20.7,185,1600,7.241
640,82,Quercus coccifera,1,83,23/03/1984 13:40,Meister,640_82_1_Meister,,,1015,20.4,45,48.7,350, ,17.4,14.672,343,1.1194,76.3,21.4,176,1900,7.7124
640,82,Quercus coccifera,1,83,23/03/1984 12:32,Meister,640_82_1_Meister,,,1015,20.4,44.5,47,350, ,17.2,15.421,344,1.0994,71.3,21.8,185,2000,6.7915
641,82,Quercus coccifera,1,83,23/03/1984 18:00,Meister,641_82_1_Meister,,,1015,14.3,67.9,67.6,350, ,14.3,5.646,350,0.19,33.7,14.7,329,60,0.3819
641,82,Quercus coccifera,1,83,23/03/1984 08:48,Meister,641_82_1_Meister,,,1015,11.7,53.1,55,350, ,10.4,6.801,348,0.4011,59,12.1,260,140,3.1349
641,82,Quercus coccifera,1,83,23/03/1984 16:43,Meister,641_82_1_Meister,,,1015,15.5,63.9,65.2,350, ,14.8,7.265,348,0.3356,46.2,16.3,244,450,2.9119
641,82,Quercus coccifera,1,83,23/03/1984 15:24,Meister,641_82_1_Meister,,,1015,16.8,53.8,55,350, ,16.7,9.938,344,0.8471,85.2,17.7,115,700,11.9821
641,82,Quercus coccifera,1,83,23/03/1984 09:48,Meister,641_82_1_Meister,,,1015,14.8,51,50.1,350, ,14.2,9.117,345,0.8683,95.2,15.6,191,800,8.906
641,82,Quercus coccifera,1,83,23/03/1984 10:07,Meister,641_82_1_Meister,,,1015,17.4,48.9,50.1,350, ,16.2,11.554,343,1.8293,158.3,18.5,205,1000,13.2113
641,82,Quercus coccifera,1,83,23/03/1984 10:06,Meister,641_82_1_Meister,,,1015,17.1,50.1,50.1,350, ,16.2,11.238,343,1.7537,156,18.3,199,1100,13.5501
641,82,Quercus coccifera,1,83,23/03/1984 13:37,Meister,641_82_1_Meister,,,1015,20.9,45.9,51.5,350, ,17.4,15.55,343,2.3908,153.8,22.3,204,1400,12.6676
641,82,Quercus coccifera,1,83,23/03/1984 12:20,Meister,641_82_1_Meister,,,1015,18.8,47.9,47,350, ,17.2,13.991,342,2.3693,169.3,20.7,193,1500,15.1279
641,82,Quercus coccifera,1,83,23/03/1984 12:35,Meister,641_82_1_Meister,,,1015,20.9,46.2,47,350, ,17.2,15.476,342,2.8806,186.1,22.3,213,2000,14.2735
641,82,Quercus coccifera,1,83,23/03/1984 12:23,Meister,641_82_1_Meister,,,1015,20.5,45.5,47,350, ,17.2,17.601,341,3.363,191.1,23.3,202,2700,15.7206
644,82,Quercus coccifera,1,82,22/03/1984 18:38,Meister,644_82_1_Meister,,,1015,11.8,52.7,51.2,350, ,11.9,6.808,350,0.1462,21.5,12.1,340,4,0.0775
644,82,Quercus coccifera,1,82,22/03/1984 17:48,Meister,644_82_1_Meister,,,1015,15.2,44.7,47.2,350, ,13.9,9.866,348,0.3638,36.9,15.5,268,42,1.7362
644,82,Quercus coccifera,1,82,22/03/1984 14:22,Meister,644_82_1_Meister,,,1015,21.7,36.4,31.3,350, ,23.9,17.116,347,0.8174,47.8,22.1,217,252,3.6455
644,82,Quercus coccifera,1,82,22/03/1984 14:23,Meister,644_82_1_Meister,,,1015,21.5,36.9,31.3,350, ,23.9,17.428,346,0.8443,48.4,22.3,192,267,4.4284
644,82,Quercus coccifera,1,82,22/03/1984 16:56,Meister,644_82_1_Meister,,,1015,15.5,47.7,48.3,350, ,14.7,10.348,346,0.5038,48.7,16.5,176,360,5.0305
644,82,Quercus coccifera,1,82,22/03/1984 11:29,Meister,644_82_1_Meister,,,1015,21.5,37.1,40.9,350, ,18.1,17.706,345,1.2073,68.2,22.5,215,500,5.1958
644,82,Quercus coccifera,1,82,22/03/1984 11:54,Meister,644_82_1_Meister,,,1015,21.3,36.5,36.4,350, ,19.9,16.521,344,1.0246,62,21.6,181,600,6.0608
644,82,Quercus coccifera,1,82,22/03/1984 11:34,Meister,644_82_1_Meister,,,1015,21.1,37.7,39,350, ,18.9,16.971,345,1.092,64.3,22,207,715,5.2296
644,82,Quercus coccifera,1,82,22/03/1984 11:20,Meister,644_82_1_Meister,,,1015,21.4,37.3,40.1,350, ,18.5,17.384,345,1.197,68.9,22.3,208,850,5.5596
644,82,Quercus coccifera,1,82,22/03/1984 11:47,Meister,644_82_1_Meister,,,1015,22.1,37.1,37,350, ,18.5,19.399,344,1.5006,77.4,23.7,225,1300,5.3183
644,82,Quercus coccifera,1,82,22/03/1984 11:49,Meister,644_82_1_Meister,,,1015,22.1,36.2,36.6,350, , ,19.638,344,1.7915,91.2,23.7,230,1300,5.9801
644,82,Quercus coccifera,1,82,22/03/1984 11:45,Meister,644_82_1_Meister,,,1015,21.7,37.3,38,350, ,18.2,18.888,345,1.5409,81.6,23.3,227,1800,5.5527
646,82,Quercus coccifera,1,82,22/03/1984 15:48,Meister,646_82_1_Meister,,,1015,17.6,40,46.9,350, ,15.8,12.953,350,0.2403,18.6,18.3,334,52,0.0968
646,82,Quercus coccifera,1,82,22/03/1984 15:10,Meister,646_82_1_Meister,,,1015,16.5,42.9,41.9,350, ,16.6,11.422,349,0.1616,14.1,17.1,182,95,1.4361
646,82,Quercus coccifera,1,82,22/03/1984 14:32,Meister,646_82_1_Meister,,,1015,26.4,37.6,41.9,350, ,16.6,11.598,349,0.374,32.2,20.8,244,106,2.0026
646,82,Quercus coccifera,1,82,22/03/1984 12:30,Meister,646_82_1_Meister,,,1015,16.6,51,47.8,350, ,17,10.217,349,0.4024,39.4,17.4,266,138,1.9044
646,82,Quercus coccifera,1,82,22/03/1984 12:34,Meister,646_82_1_Meister,,,1015,16.6,50.7,47.5,350, ,17.3,10.024,349,0.3932,39.2,17.2,266,139,1.9126
646,82,Quercus coccifera,1,82,22/03/1984 12:42,Meister,646_82_1_Meister,,,1015,17.8,48.5,45.7,350, ,18,11.79,349,0.4014,34,18.8,237,300,2.2531
646,82,Quercus coccifera,1,82,22/03/1984 12:40,Meister,646_82_1_Meister,,,1015,17.5,49.4,46,350, ,17.9,11.527,349,0.3857,33.5,18.6,243,400,2.0969
646,82,Quercus coccifera,1,82,22/03/1984 14:30,Meister,646_82_1_Meister,,,1015,20.6,36.9,31.3,350, ,23.9,16.189,349,0.2985,18.4,21.2,219,700,1.411
646,82,Quercus coccifera,1,82,22/03/1984 12:37,Meister,646_82_1_Meister,,,1015,17.1,49.9,47,350, ,17.6,11.676,348,0.5033,43.1,18.6,243,1400,2.6775
648,82,Quercus coccifera,1,82,22/03/1984 18:35,Meister,648_82_1_Meister,,,1015,21,51.2, ,125,11.9,13.9,1.012,125,0.2454,242.5,11.7,125,53,-0.1155
648,82,Quercus coccifera,1,82,22/03/1984 09:22,Meister,648_82_1_Meister,,,1015,13.3,61.9,66.8,350, ,12.3,6.107,348,0.1387,22.7,13.6,197,173,2.1097
648,82,Quercus coccifera,1,82,22/03/1984 17:42,Meister,648_82_1_Meister,,,1015,14.7,46.7,47.2,350, ,13.9,9.441,348,0.53,56.1,15.2,271,200,2.5521
648,82,Quercus coccifera,1,82,22/03/1984 16:45,Meister,648_82_1_Meister,,,1015,14.5,51,46.9,350, ,14.8,8.395,348,0.5077,60.5,14.8,262,256,3.0732
648,82,Quercus coccifera,1,82,22/03/1984 15:18,Meister,648_82_1_Meister,,,1015,17.1,43,41.9,350, ,16.6,11.589,347,0.8318,71.8,17.5,267,262,3.3467
648,82,Quercus coccifera,1,82,22/03/1984 10:20,Meister,648_82_1_Meister,,,1015,19.1,42.8,47.5,350, ,16.4,12.62,345,0.6414,50.8,19.1,149,357,6.0931
648,82,Quercus coccifera,1,82,22/03/1984 16:52,Meister,648_82_1_Meister,,,1015,14.8,50.4,47.1,350, ,14.2,8.88,345,0.6428,72.4,15.3,197,411,6.5628
648,82,Quercus coccifera,1,82,22/03/1984 13:26,Meister,648_82_1_Meister,,,1015,20.2,40.7,40,350, ,18.6,14.749,346,0.9408,63.8,20.7,219,450,4.8036
648,82,Quercus coccifera,1,82,22/03/1984 13:28,Meister,648_82_1_Meister,,,1015,19.8,41.5,39,350, ,18.7,13.914,346,0.8599,61.8,20.1,206,520,5.1727
648,82,Quercus coccifera,1,82,22/03/1984 13:19,Meister,648_82_1_Meister,,,1015,22.2,38.4,41,350, ,18.5,17.612,345,1.5021,85.3,22.9,206,627,7.0055
648,82,Quercus coccifera,1,82,22/03/1984 16:49,Meister,648_82_1_Meister,,,1015,14.5,51,47,350, ,14.5,8.722,346,0.5671,65,15.1,191,677,6.1249
648,82,Quercus coccifera,1,82,22/03/1984 15:27,Meister,648_82_1_Meister,,,1015,17.9,41.5,44.5,350, ,15.5,14.552,343,1.4564,100.1,19.8,152,1176,11.5802
648,82,Quercus coccifera,1,82,22/03/1984 15:25,Meister,648_82_1_Meister,,,1015,17.6,43,43,350, ,16.3,13.566,343,1.3332,98.3,19.2,176,1180,9.8716
648,82,Quercus coccifera,1,82,22/03/1984 10:25,Meister,648_82_1_Meister,,,1015,18.4,43.7,43,350, ,17,12.022,344,0.7445,61.9,18.5,122,1355,8.4045
648,82,Quercus coccifera,1,82,22/03/1984 11:18,Meister,648_82_1_Meister,,,1015,21,39.8,43,350, ,18,18.16,342,1.9326,106.4,23,186,1600,9.8883
648,82,Quercus coccifera,1,82,22/03/1984 11:10,Meister,648_82_1_Meister,,,1015,19.7,42.5,40.9,350, ,18.1,16.49,342,1.5373,93.2,21.9,175,1608,9.3269
648,82,Quercus coccifera,1,82,22/03/1984 13:10,Meister,648_82_1_Meister,,,1015,22.3,39.2,42,350, ,18.4,20.337,342,2.1398,105.2,24.6,143,1930,12.5489
648,82,Quercus coccifera,1,82,22/03/1984 13:07,Meister,648_82_1_Meister,,,1015,21.2,42.2,44,350, ,18.2,18.645,342,1.8586,99.7,23.7,166,1940,10.4839
648,82,Quercus coccifera,1,82,22/03/1984 13:05,Meister,648_82_1_Meister,,,1015,20.4,43.7,45.7,350, ,18.1,17.416,342,1.6997,97.6,22.9,158,1970,10.8287
648,82,Quercus coccifera,1,82,22/03/1984 13:08,Meister,648_82_1_Meister,,,1015,22,40.8,43,350, ,18.3,19.738,342,1.9296,97.8,24.4,167,1970,10.2132
648,82,Quercus coccifera,1,82,22/03/1984 14:10,Meister,648_82_1_Meister,,,1015,24.2,35.2,31.3,350, ,23.9,24.77,343,1.9078,77,26.9,155,2200,8.5995
685,82,Quercus coccifera,1,177,25/06/1984 20:45,Meister,685_82_1_Meister,,,1040,17.4,73.1,55.2,350, ,21.8,5.084,351,-0.0168,-3.3,17.3,164,0,-0.3794
685,82,Quercus coccifera,1,177,25/06/1984 20:01,Meister,685_82_1_Meister,,,1040,20.6,59.4,55.2,350, ,21.8,9.161,350,0.0239,2.6,20.3,458,12,-0.185
685,82,Quercus coccifera,1,177,25/06/1984 06:56,Meister,685_82_1_Meister,,,1040,18.1,75.9,54.4,350, ,19.9,4.874,346,0.3117,63.9,18.1,264,170,3.1823
685,82,Quercus coccifera,1,177,25/06/1984 07:45,Meister,685_82_1_Meister,,,1040,20.1,72,73.4,350, ,18.3,6.558,343,0.5476,83.5,20.2,262,212,4.0903
685,82,Quercus coccifera,1,177,25/06/1984 08:00,Meister,685_82_1_Meister,,,1040,21.9,65.4,72,350, ,19,9.169,344,0.5727,62.5,22.1,241,233,3.8328
685,82,Quercus coccifera,1,177,25/06/1984 08:50,Meister,685_82_1_Meister,,,1040,22.9,64.3,62.1,350, ,21.9,9.875,342,0.8083,81.9,23,249,255,4.5036
685,82,Quercus coccifera,1,177,25/06/1984 08:56,Meister,685_82_1_Meister,,,1040,24.3,58.8,62.1,350, ,21.9,12.548,343,0.8611,68.6,24.5,238,262,4.2633
685,82,Quercus coccifera,1,177,25/06/1984 09:06,Meister,685_82_1_Meister,,,1040,25.6,55,62.1,350, ,21.9,14.771,343,0.7544,51.1,25.8,221,273,3.6968
685,82,Quercus coccifera,1,177,25/06/1984 10:15,Meister,685_82_1_Meister,,,1040,25.9,56.4,51.8,350, ,25.7,14.385,341,1.0237,71.2,26,222,440,5.0041
685,82,Quercus coccifera,1,177,25/06/1984 18:40,Meister,685_82_1_Meister,,,1040,24.6,49.7,42.4,350, ,27.3,15.154,345,0.4718,31.1,24.6,171,489,3.257
685,82,Quercus coccifera,1,177,25/06/1984 20:50,Meister,685_82_1_Meister,,,1040,18.9,66.4,55.2,350, ,21.8,8.793,350,0.2708,30.8,20.1,347,600,-0.0392
685,82,Quercus coccifera,1,177,25/06/1984 11:13,Meister,685_82_1_Meister,,,1040,28.5,50.3,51.8,350, ,25.7,20.182,342,0.9345,46.3,29.1,208,700,3.636
685,82,Quercus coccifera,1,177,25/06/1984 18:20,Meister,685_82_1_Meister,,,1040,26.3,47.7,42.4,350, ,27.3,17.629,343,0.8173,46.4,26.4,183,700,4.3975
685,82,Quercus coccifera,1,177,25/06/1984 13:27,Meister,685_82_1_Meister,,,1040,33.9,36.5,38.3,350, ,31.5,34.776,347,0.8438,24.3,34.6,246,760,1.278
685,82,Quercus coccifera,1,177,25/06/1984 11:09,Meister,685_82_1_Meister,,,1040,27.8,52.3,51.8,350, ,25.7,18.655,341,1.3104,70.2,28.4,210,790,5.3671
685,82,Quercus coccifera,1,177,25/06/1984 11:16,Meister,685_82_1_Meister,,,1040,29.4,47.7,51.8,350, ,25.7,22.289,343,0.934,41.9,30,205,850,3.3553
685,82,Quercus coccifera,1,177,25/06/1984 13:21,Meister,685_82_1_Meister,,,1040,32.6,40.3,38.3,350, ,31.5,31.944,343,1.1865,37.1,33.8,214,880,2.6576
685,82,Quercus coccifera,1,177,25/06/1984 12:06,Meister,685_82_1_Meister,,,1040,31.3,42.4,51.8,350, ,25.7,26.411,345,1.2403,47,31.6,225,1120,3.1588
685,82,Quercus coccifera,1,177,25/06/1984 13:29,Meister,685_82_1_Meister,,,1040,33.9,36.2,38.3,350, ,31.5,35.229,347,0.7425,21.1,34.7,248,1200,1.0833
685,82,Quercus coccifera,1,177,25/06/1984 16:51,Meister,685_82_1_Meister,,,1040,31.8,39.2,33.6,350, ,33.6,29.698,345,0.911,30.7,32.5,199,1500,2.5337
685,82,Quercus coccifera,1,177,25/06/1984 13:17,Meister,685_82_1_Meister,,,1040,32.1,42.1,38.3,350, ,31.5,28.851,341,1.6034,55.6,32.8,211,1650,4.0576
685,82,Quercus coccifera,1,177,25/06/1984 13:36,Meister,685_82_1_Meister,,,1040,33.8,35.8,38.3,350, ,31.5,34.648,348,0.7018,20.3,34.4,247,1700,1.0635
685,82,Quercus coccifera,1,177,25/06/1984 14:10,Meister,685_82_1_Meister,,,1040,33.1,40.6,38.3,350, ,31.5,30.676,340,1.7808,58.1,33.6,208,1800,4.3257
685,82,Quercus coccifera,1,177,25/06/1984 14:27,Meister,685_82_1_Meister,,,1040,33.7,35.6,38.3,350, ,31.5,34.266,347,0.7934,23.2,34.2,239,1840,1.3288
685,82,Quercus coccifera,1,177,25/06/1984 14:32,Meister,685_82_1_Meister,,,1040,34.3,34.8,38.3,350, ,31.5,35.846,347,0.7555,21.1,34.8,241,1860,1.1774
686,82,Quercus coccifera,1,177,25/06/1984 06:16,Meister,686_82_1_Meister,,,1040,17.7,67.8,54.4,350, ,19.9,6.727,350,0.0143,2.1,18,208,22,0.1842
686,82,Quercus coccifera,1,177,25/06/1984 06:46,Meister,686_82_1_Meister,,,1040,17.7,74.5,54.4,350, ,19.9,5.279,349,0.0265,5,17.9,248,36,0.3108
686,82,Quercus coccifera,1,177,25/06/1984 07:06,Meister,686_82_1_Meister,,,1040,18.4,72.9,73.4,350, ,18.3,5.845,349,0.0191,3.3,18.6,119,44,0.4635
686,82,Quercus coccifera,1,177,25/06/1984 07:29,Meister,686_82_1_Meister,,,1040,18.8,72.4,73.4,350, ,18.3,6.232,349,0.0319,5.1,19.1,172,52,0.5565
686,82,Quercus coccifera,1,177,25/06/1984 09:19,Meister,686_82_1_Meister,,,1040,25.3,52.6,62.1,350, ,21.9,15.454,349,0.0673,4.4,25.6,171,81,0.4646
686,82,Quercus coccifera,1,177,25/06/1984 09:23,Meister,686_82_1_Meister,,,1040,25,53.4,62.1,350, ,21.9,14.749,349,0.0482,3.3,25.2,168,84,0.3578
686,82,Quercus coccifera,1,177,25/06/1984 10:50,Meister,686_82_1_Meister,,,1040,25.6,52.5,51.8,350, ,25.7,15.956,349,0.0691,4.3,26,231,115,0.2993
686,82,Quercus coccifera,1,177,25/06/1984 11:37,Meister,686_82_1_Meister,,,1040,29.5,43.6,51.8,350, ,25.7,23.119,350,0.0752,3.3,29.7,305,127,0.0653
686,82,Quercus coccifera,1,177,25/06/1984 11:20,Meister,686_82_1_Meister,,,1040,30,43.5,51.8,350, ,25.7,24.074,349,0.1416,5.9,30.3,256,160,0.2984
686,82,Quercus coccifera,1,177,25/06/1984 11:56,Meister,686_82_1_Meister,,,1040,29.2,43.3,51.8,350, ,25.7,23.073,350,0.0561,2.4,29.5,317,251,0.0305
686,82,Quercus coccifera,1,177,25/06/1984 10:22,Meister,686_82_1_Meister,,,1040,26.2,51.1,51.8,350, ,25.7,16.794,349,0.1039,6.2,26.5,235,260,0.4107
686,82,Quercus coccifera,1,177,25/06/1984 17:02,Meister,686_82_1_Meister,,,1040,29.2,39.9,33.6,350, ,33.6,24.415,350,0.0234,1,29.5,205,277,0.0802
686,82,Quercus coccifera,1,177,25/06/1984 09:30,Meister,686_82_1_Meister,,,1040,30.3,45.5,62.1,350, ,21.9,36.57,349,0.2609,7.1,35.3,301,650,0.1324
686,82,Quercus coccifera,1,177,25/06/1984 14:04,Meister,686_82_1_Meister,,,1040,32.8,36.9,38.3,350, ,31.5,31.405,350,0.0713,2.3,33.1,330,900,0.0034
686,82,Quercus coccifera,2,177,25/06/1984 09:41,Meister,686_82_2_Meister,,,1040,26.2,51.1,62.1,350, ,21.9,16.794,348,0.0716,4.3,26.5,134,91,0.5541
686,82,Quercus coccifera,2,177,25/06/1984 09:49,Meister,686_82_2_Meister,,,1040,25.5,52.9,62.1,350, ,21.9,15.543,349,0.0374,2.4,25.8,91,95,0.3792
686,82,Quercus coccifera,2,177,25/06/1984 10:05,Meister,686_82_2_Meister,,,1040,26.2,50.7,62.1,350, ,21.9,17.326,350,0.0214,1.2,26.7,314,100,0.0206
686,82,Quercus coccifera,2,177,25/06/1984 10:54,Meister,686_82_2_Meister,,,1040,25.9,52.7,51.8,350, ,25.7,16.77,348,0.1212,7.2,26.6,218,114,0.5507
686,82,Quercus coccifera,2,177,25/06/1984 11:03,Meister,686_82_2_Meister,,,1040,26,52.7,51.8,350, ,25.7,16.668,348,0.1274,7.6,26.6,241,115,0.4729
686,82,Quercus coccifera,2,177,25/06/1984 12:11,Meister,686_82_2_Meister,,,1040,31.3,39.7,51.8,350, ,25.7,27.357,349,0.1172,4.3,31.5,286,132,0.1335
686,82,Quercus coccifera,2,177,25/06/1984 09:56,Meister,686_82_2_Meister,,,1040,25.2,54,62.1,350, ,21.9,14.926,349,0.0353,2.4,25.5,96,134,0.3656
686,82,Quercus coccifera,2,177,25/06/1984 13:03,Meister,686_82_2_Meister,,,1040,31.8,37.9,51.8,350, ,25.7,29.23,350,0.0445,1.5,32.1,382,135,-0.0461
686,82,Quercus coccifera,2,177,25/06/1984 09:59,Meister,686_82_2_Meister,,,1040,28.2,48.5,62.1,350, ,21.9,43.413,349,0.2127,4.9,37.1,284,650,0.1325
686,82,Quercus coccifera,3,177,25/06/1984 17:38,Meister,686_82_3_Meister,,,1040,27.5,43.2,42.4,350, ,27.3,20.946,348,0.1387,6.6,27.8,225,130,0.4685
686,82,Quercus coccifera,3,177,25/06/1984 18:14,Meister,686_82_3_Meister,,,1040,26.5,44.2,42.4,350, ,27.3,19.018,349,0.0706,3.7,26.6,225,259,0.267
